x,y
0.0596,0.021
0.0604,0.0204
0.0613,0.0199
0.0623,0.0196
0.0634,0.0196
0.0644,0.0199
0.0654,0.0204
0.066,0.0212
0.0665,0.0222
0.0666,0.0232
0.0666,0.0242
0.0665,0.0252
0.0663,0.0262
0.066,0.0272
0.0655,0.0282
0.0649,0.029
0.064,0.0297
0.063,0.0301
0.062,0.0302
0.061,0.0301
0.06,0.0299
0.0591,0.0292
0.0584,0.0284
0.0581,0.0274
0.0579,0.0264
0.0579,0.0254
0.0581,0.0244
0.0583,0.0234
0.0587,0.0224
0.0592,0.0215
