x,y
0.0132,0.0173
0.0137,0.0164
0.0142,0.0155
0.0148,0.0146
0.0156,0.0138
0.0166,0.0133
0.0176,0.0134
0.0178,0.0144
0.0177,0.0154
0.0175,0.0164
0.0172,0.0174
0.0169,0.0184
0.0166,0.0194
0.0163,0.0204
0.016,0.0214
0.0157,0.0224
0.0154,0.0234
0.0151,0.0244
0.0149,0.0254
0.0148,0.0264
0.0147,0.0274
0.0147,0.0284
0.0149,0.0294
0.0157,0.0301
0.0167,0.0301
0.0177,0.0298
0.0187,0.0293
0.0196,0.0287
0.0204,0.0281
0.0213,0.0276
0.0223,0.0272
0.0233,0.027
