x,y
0.0523,0.0191
0.0522,0.0201
0.052,0.0211
0.0518,0.0221
0.0517,0.0231
0.0515,0.0241
0.0513,0.0251
0.0512,0.0261
0.0511,0.0271
0.051,0.0281
0.0511,0.0291
0.0516,0.0301
0.0526,0.0303
0.0536,0.0304
