x,y
0.0453,0.0191
0.0452,0.0201
0.045,0.0211
0.0449,0.0221
0.0447,0.0231
0.0447,0.0241
0.0444,0.0251
0.0443,0.0261
0.0442,0.0271
0.044,0.0281
0.0439,0.0291
0.0437,0.0301
