x,y
0.0383,0.0202
0.0382,0.0212
0.038,0.0222
0.0379,0.0232
0.0377,0.0242
0.0375,0.0252
0.0374,0.0262
0.0373,0.0272
0.0372,0.0282
0.0373,0.0292
0.0378,0.0301
0.0388,0.0303
