x,y
0.0252,0.0123
0.0249,0.0133
0.0246,0.0143
0.0244,0.0153
0.0241,0.0163
0.0239,0.0173
0.0236,0.0183
0.0234,0.0193
0.0232,0.0203
0.023,0.0213
0.0227,0.0223
0.0226,0.0233
0.0224,0.0243
0.0222,0.0253
0.0221,0.0263
0.0219,0.0273
0.0221,0.0283
0.0222,0.0293
0.0229,0.0301
0.0239,0.0301
0.0249,0.0299
0.0259,0.0296
